"PSComputerName","RunspaceId","PSShowComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","Access","Availability","BlockSize","Caption","Compressed","ConfigManagerErrorCode","ConfigManagerUserConfig","CreationClassName","Description","DeviceID","DriveType","ErrorCleared","ErrorDescription","ErrorMethodology","FileSystem","FreeSpace","InstallDate","LastErrorCode","MaximumComponentLength","MediaType","Name","NumberOfBlocks","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","ProviderName","Purpose","QuotasDisabled","QuotasIncomplete","QuotasRebuilding","Size","Status","StatusInfo","SupportsDiskQuotas","SupportsFileBasedCompression","SystemCreationClassName","SystemName","VolumeDirty","VolumeName","VolumeSerialNumber"
"localhost","e38f642d-0886-4e22-ba57-19e423141888","False","2","Win32_LogicalDisk","CIM_LogicalDisk","CIM_ManagedSystemElement","Win32_LogicalDisk.DeviceID=""C:""","40","CIM_LogicalDisk CIM_StorageExtent CIM_LogicalDevice CIM_LogicalElement CIM_ManagedSystemElement","WIN-6K9V2ECTM4A","root\cimv2","\\WIN-6K9V2ECTM4A\root\cimv2:Win32_LogicalDisk.DeviceID=""C:""","0",,,"C:","False",,,"Win32_LogicalDisk","Local Fixed Disk","C:","3",,,,"NTFS","29099855872",,,"255","12","C:",,,,,,,"True","False","False","255937474560",,,"True","True","Win32_ComputerSystem","WIN-6K9V2ECTM4A","False","Windows 11","563A8F3A"
